environment_seed,trace_index,state_id,proposed_action_id,deployed_action_id,success,reward
2003,0,172,1,1,True,5.475000000000
2003,1,188,3,1,True,5.325000000000
2003,2,188,3,1,True,5.350000000000
2003,3,244,0,0,True,5.027272727273
2003,4,241,1,0,True,5.200000000000
2003,5,252,0,0,True,5.219230769231
2003,6,248,0,0,True,5.164285714286
2003,7,252,0,0,True,5.183333333333
2003,8,252,0,0,True,5.316666666667
2003,9,248,0,0,True,5.250000000000
2003,10,253,3,3,True,4.733333333333
2003,11,253,3,3,True,5.012500000000
2003,12,253,3,3,True,5.012500000000
2003,13,252,0,0,True,4.766666666667
2003,14,249,2,0,True,5.050000000000
2003,15,249,2,0,True,4.883333333333
2003,16,246,2,2,True,4.675000000000
2003,17,254,1,2,True,5.087500000000
2003,18,253,3,2,True,4.983333333333
2003,19,254,1,1,True,4.575000000000
2003,20,254,1,1,True,4.887500000000
2003,21,253,3,1,True,4.916666666667
2003,22,252,0,0,True,4.700000000000
2003,23,249,2,0,True,5.016666666667
2003,24,252,0,0,True,4.916666666667
2003,25,252,0,0,True,5.050000000000
2003,26,245,1,1,True,4.637500000000
2003,27,241,1,1,True,5.116666666667
2003,28,240,3,1,True,4.850000000000
2003,29,253,3,3,True,4.666666666667
2003,30,252,0,3,True,4.916666666667
2003,31,252,0,3,True,4.916666666667
2003,32,244,0,0,True,4.666666666667
2003,33,212,1,0,True,5.478571428571
2003,34,208,1,0,True,5.357692307692
2003,35,210,1,1,True,3.784615384615
2003,36,220,1,1,True,4.050000000000
2003,37,208,1,1,True,5.466666666667
2003,38,216,1,1,True,4.050000000000
2003,39,220,1,1,True,3.983333333333
2003,40,221,3,3,True,3.733333333333
2003,41,221,3,3,True,3.916666666667
2003,42,210,1,3,True,3.916666666667
2003,43,210,1,1,True,5.175000000000
2003,44,156,2,1,True,5.350000000000
2003,45,149,1,1,True,3.983333333333
2003,46,156,2,2,True,5.022222222222
2003,47,153,1,2,True,5.050000000000
2003,48,159,2,2,True,5.050000000000
2003,49,95,0,0,True,3.400000000000
2003,50,94,2,0,True,3.792857142857
2003,51,81,2,0,True,3.792857142857
2003,52,89,2,2,True,4.800000000000
2003,53,83,2,2,True,5.050000000000
2003,54,95,0,2,True,5.050000000000
2003,55,83,2,2,True,5.050000000000
2003,56,19,2,2,True,5.050000000000
2003,57,27,2,2,True,5.050000000000
2003,58,23,2,2,True,5.050000000000
2003,59,23,2,2,True,3.650000000000
2003,60,31,2,2,True,3.650000000000
2003,61,31,2,2,True,3.650000000000
2003,62,27,2,2,True,3.650000000000
2003,63,31,2,2,True,3.650000000000
2003,64,31,2,2,True,3.650000000000
2003,65,27,2,2,True,5.050000000000
2003,66,23,2,2,True,5.050000000000
2003,67,27,2,2,True,5.050000000000
2003,68,31,2,2,True,5.050000000000
2003,69,23,2,2,True,5.050000000000
2003,70,31,2,2,True,5.050000000000
2003,71,31,2,2,True,5.050000000000
2003,72,23,2,2,True,5.050000000000
2003,73,31,2,2,True,5.050000000000
2003,74,31,2,2,True,5.050000000000
2003,75,31,2,2,True,5.050000000000
2003,76,27,2,2,True,5.050000000000
2003,77,27,2,2,True,5.050000000000
2003,78,31,2,2,True,5.050000000000
2003,79,23,2,2,True,5.050000000000
2003,80,23,2,2,True,5.050000000000
2003,81,31,2,2,True,5.050000000000
2003,82,19,2,2,True,5.050000000000
2003,83,19,2,2,True,5.050000000000
2003,84,23,2,2,True,5.050000000000
2003,85,23,2,2,True,5.050000000000
2003,86,27,2,2,True,5.050000000000
2003,87,27,2,2,True,5.050000000000
2003,88,19,2,2,True,5.050000000000
2003,89,31,2,2,True,5.050000000000
2003,90,31,2,2,True,5.050000000000
2003,91,27,2,2,True,5.050000000000
2003,92,31,2,2,True,5.050000000000
2003,93,19,2,2,True,5.050000000000
2003,94,23,2,2,True,5.050000000000
2003,95,23,2,2,True,5.050000000000
2003,96,31,2,2,True,5.050000000000
2003,97,63,1,1,True,4.300000000000
2003,98,63,1,1,True,4.450000000000
2003,99,127,3,1,True,4.650000000000
2003,100,127,3,3,True,4.200000000000
2003,101,127,3,3,True,4.450000000000
2003,102,191,2,3,True,4.450000000000
2003,103,191,2,2,True,4.300000000000
2003,104,191,2,2,True,4.450000000000
2003,105,191,2,2,True,4.550000000000
2003,106,191,2,2,True,4.931818181818
2003,107,254,1,1,True,4.533333333333
2003,108,252,0,1,True,4.950000000000
2003,109,253,3,1,True,4.887500000000
2003,110,253,3,3,True,4.533333333333
2003,111,254,1,3,True,4.825000000000
2003,112,254,1,3,True,4.825000000000
2003,113,254,1,1,True,4.637500000000
2003,114,253,3,1,True,4.916666666667
2003,115,252,0,1,True,4.850000000000
2003,116,253,3,3,True,4.637500000000
2003,117,253,3,3,True,4.883333333333
2003,118,254,1,3,True,4.883333333333
2003,119,254,1,1,True,4.837500000000
2003,120,253,3,1,True,4.887500000000
2003,121,253,3,1,True,4.916666666667
2003,122,252,0,0,True,4.600000000000
2003,123,253,3,0,True,4.987500000000
2003,124,253,3,0,True,4.783333333333
2003,125,254,1,1,True,4.737500000000
2003,126,253,3,1,True,4.887500000000
2003,127,253,3,1,True,4.916666666667
2003,128,243,1,1,True,5.366666666667
2003,129,239,1,1,True,4.766666666667
2003,130,235,3,3,True,4.516666666667
2003,131,239,1,3,True,4.766666666667
2003,132,231,1,3,True,4.700000000000
2003,133,235,3,3,True,4.700000000000
2003,134,227,1,1,True,4.016666666667
2003,135,226,3,1,True,4.700000000000
2003,136,235,3,1,True,4.237500000000
2003,137,238,1,1,True,4.237500000000
2003,138,238,1,1,True,4.266666666667
2003,139,238,1,1,True,4.700000000000
2003,140,234,2,2,True,4.450000000000
2003,141,238,1,2,True,4.633333333333
2003,142,226,3,2,True,4.566666666667
2003,143,238,1,1,True,3.862500000000
2003,144,226,3,1,True,4.175000000000
2003,145,238,1,1,True,4.237500000000
2003,146,225,3,3,True,4.450000000000
2003,147,233,0,3,True,4.700000000000
2003,148,237,0,3,True,4.700000000000
2003,149,233,0,0,True,4.450000000000
2003,150,237,0,0,True,4.633333333333
2003,151,238,1,0,True,4.633333333333
2003,152,234,2,2,True,4.316666666667
2003,153,230,2,2,True,4.500000000000
2003,154,239,1,2,True,4.433333333333
2003,155,239,1,1,True,3.800000000000
2003,156,227,1,1,True,4.112500000000
2003,157,238,1,1,True,4.175000000000
2003,158,238,1,1,True,4.237500000000
2003,159,225,3,3,True,4.383333333333
2003,160,227,1,3,True,5.325000000000
2003,161,239,1,3,True,4.425000000000
2003,162,227,1,1,True,4.237500000000
2003,163,239,1,1,True,4.516666666667
2003,164,231,1,1,True,4.650000000000
2003,165,239,1,1,True,4.287500000000
2003,166,234,2,2,True,4.333333333333
2003,167,239,1,2,True,4.716666666667
2003,168,227,1,2,True,4.650000000000
2003,169,227,1,1,True,3.850000000000
2003,170,235,3,1,True,4.300000000000
2003,171,231,1,1,True,4.162500000000
2003,172,238,1,1,True,4.225000000000
2003,173,234,2,2,True,4.333333333333
2003,174,234,2,2,True,4.383333333333
2003,175,238,1,2,True,4.516666666667
2003,176,238,1,1,True,3.975000000000
2003,177,238,1,1,True,4.466666666667
2003,178,237,0,1,True,4.650000000000
2003,179,225,3,3,True,4.200000000000
2003,180,237,0,3,True,4.850000000000
2003,181,225,3,3,True,4.383333333333
2003,182,238,1,1,True,4.437500000000
2003,183,237,0,1,True,4.234615384615
2003,184,224,3,1,True,4.834615384615
2003,185,236,1,1,True,4.650000000000
2003,186,233,0,0,True,4.133333333333
2003,187,234,2,0,True,4.316666666667
2003,188,226,3,0,True,4.650000000000
2003,189,239,1,1,True,3.912500000000
2003,190,226,3,1,True,4.225000000000
2003,191,233,0,1,True,4.287500000000
2003,192,232,0,0,True,4.133333333333
2003,193,254,1,0,True,4.716666666667
2003,194,250,1,0,True,4.925000000000
2003,195,250,1,1,True,4.837500000000
2003,196,253,3,1,True,4.916666666667
2003,197,240,3,1,True,4.850000000000
2003,198,245,1,1,True,5.016666666667
2003,199,252,0,0,True,4.600000000000
2003,200,253,3,0,True,4.950000000000
2003,201,245,1,0,True,4.916666666667
2003,202,252,0,0,True,4.916666666667
2003,203,252,0,0,True,5.116666666667
2003,204,252,0,0,True,4.850000000000
2003,205,253,3,3,True,4.766666666667
2003,206,244,0,3,True,4.850000000000
2003,207,253,3,3,True,4.887500000000
2003,208,245,1,1,True,4.666666666667
2003,209,244,0,1,True,5.016666666667
2003,210,252,0,1,True,4.916666666667
2003,211,252,0,0,True,4.700000000000
2003,212,253,3,0,True,5.087500000000
2003,213,249,2,0,True,4.783333333333
2003,214,250,1,1,True,4.637500000000
2003,215,249,2,1,True,4.916666666667
2003,216,252,0,1,True,4.950000000000
2003,217,249,2,2,True,4.766666666667
2003,218,244,0,2,True,5.016666666667
2003,219,252,0,2,True,4.850000000000
2003,220,245,1,1,True,4.766666666667
2003,221,248,0,1,True,5.016666666667
2003,222,252,0,1,True,4.916666666667
2003,223,244,0,0,True,4.600000000000
2003,224,241,1,0,True,4.783333333333
2003,225,214,2,0,True,5.487500000000
2003,226,220,1,1,True,5.237500000000
2003,227,208,1,1,True,5.434615384615
2003,228,208,1,1,True,4.050000000000
2003,229,208,1,1,True,5.383333333333
2003,230,221,3,3,True,3.800000000000
2003,231,208,1,3,True,3.983333333333
2003,232,217,3,3,True,3.916666666667
2003,233,222,1,1,True,5.175000000000
2003,234,152,1,1,True,5.350000000000
2003,235,157,1,1,True,3.983333333333
2003,236,156,2,2,True,5.022222222222
2003,237,157,1,2,True,5.050000000000
2003,238,159,2,2,True,5.050000000000
2003,239,83,2,2,True,5.050000000000
2003,240,95,0,0,True,3.400000000000
2003,241,87,2,0,True,3.650000000000
2003,242,83,2,0,True,3.650000000000
2003,243,91,2,2,True,4.800000000000
2003,244,87,2,2,True,5.050000000000
2003,245,91,2,2,True,5.050000000000
2003,246,31,2,2,True,5.050000000000
2003,247,27,2,2,True,5.050000000000
2003,248,31,2,2,True,5.050000000000
2003,249,31,2,2,True,3.650000000000
2003,250,27,2,2,True,3.650000000000
2003,251,23,2,2,True,3.650000000000
2003,252,19,2,2,True,3.650000000000
2003,253,19,2,2,True,3.650000000000
2003,254,19,2,2,True,3.650000000000
2003,255,31,2,2,True,3.650000000000
2003,256,23,2,2,True,3.650000000000
2003,257,23,2,2,True,5.050000000000
2003,258,31,2,2,True,5.050000000000
2003,259,19,2,2,True,5.050000000000
2003,260,19,2,2,True,5.050000000000
2003,261,23,2,2,True,5.050000000000
2003,262,23,2,2,True,5.050000000000
2003,263,19,2,2,True,5.050000000000
2003,264,31,2,2,True,5.050000000000
2003,265,31,2,2,True,5.050000000000
2003,266,23,2,2,True,5.050000000000
2003,267,23,2,2,True,5.050000000000
2003,268,27,2,2,True,5.050000000000
2003,269,31,2,2,True,5.050000000000
2003,270,23,2,2,True,5.050000000000
2003,271,19,2,2,True,5.050000000000
2003,272,19,2,2,True,5.050000000000
2003,273,31,2,2,True,5.050000000000
2003,274,23,2,2,True,5.050000000000
2003,275,27,2,2,True,5.050000000000
2003,276,19,2,2,True,5.050000000000
2003,277,31,2,2,True,5.050000000000
2003,278,19,2,2,True,5.050000000000
2003,279,27,2,2,True,5.050000000000
2003,280,31,2,2,True,5.050000000000
2003,281,31,2,2,True,5.050000000000
2003,282,23,2,2,True,5.050000000000
2003,283,31,2,2,True,5.050000000000
2003,284,23,2,2,True,5.050000000000
2003,285,23,2,2,True,5.050000000000
2003,286,27,2,2,True,5.050000000000
2003,287,31,2,2,True,5.050000000000
2003,288,31,2,2,True,5.050000000000
2003,289,63,1,1,True,4.200000000000
2003,290,63,1,1,True,4.450000000000
2003,291,127,3,1,True,4.550000000000
2003,292,127,3,3,True,4.200000000000
2003,293,127,3,3,True,4.450000000000
2003,294,191,2,3,True,4.450000000000
2003,295,191,2,2,True,4.400000000000
2003,296,190,1,2,True,4.722727272727
2003,297,253,3,2,True,4.850000000000
2003,298,253,3,3,True,4.616666666667
2003,299,253,3,3,True,4.987500000000
2003,300,253,3,3,True,4.783333333333
2003,301,254,1,1,True,4.775000000000
2003,302,254,1,1,True,4.925000000000
2003,303,254,1,1,True,5.025000000000
2003,304,254,1,1,True,4.825000000000
2003,305,254,1,1,True,4.887500000000
2003,306,253,3,3,True,4.666666666667
2003,307,252,0,3,True,4.850000000000
2003,308,253,3,3,True,4.887500000000
2003,309,253,3,3,True,4.783333333333
2003,310,254,1,1,True,4.575000000000
2003,311,254,1,1,True,5.025000000000
2003,312,254,1,1,True,4.925000000000
2003,313,254,1,1,True,4.825000000000
2003,314,254,1,1,True,4.987500000000
2003,315,253,3,3,True,4.600000000000
2003,316,253,3,3,True,4.883333333333
2003,317,254,1,3,True,4.883333333333
2003,318,254,1,1,True,4.637500000000
2003,319,253,3,1,True,4.916666666667
2003,320,243,1,1,True,5.166666666667
2003,321,227,1,1,True,4.766666666667
2003,322,239,1,1,True,4.766666666667
2003,323,239,1,1,True,4.766666666667
2003,324,235,3,3,True,4.450000000000
2003,325,239,1,3,True,4.700000000000
2003,326,235,3,3,True,4.633333333333
2003,327,231,1,1,True,3.925000000000
2003,328,235,3,1,True,4.175000000000
2003,329,227,1,1,True,4.175000000000
2003,330,226,3,3,True,4.316666666667
2003,331,239,1,3,True,4.566666666667
2003,332,227,1,3,True,4.566666666667
2003,333,235,3,3,True,4.566666666667
2003,334,235,3,3,True,4.500000000000
2003,335,239,1,1,True,3.800000000000
2003,336,235,3,1,True,4.112500000000
2003,337,238,1,1,True,4.175000000000
2003,338,226,3,3,True,4.383333333333
2003,339,226,3,3,True,4.633333333333
2003,340,234,2,3,True,4.633333333333
2003,341,234,2,2,True,4.383333333333
2003,342,238,1,2,True,4.633333333333
2003,343,230,2,2,True,4.566666666667
2003,344,238,1,1,True,3.862500000000
2003,345,226,3,1,True,4.112500000000
2003,346,226,3,1,True,4.175000000000
2003,347,234,2,2,True,4.383333333333
2003,348,238,1,2,True,4.633333333333
2003,349,238,1,2,True,4.633333333333
2003,350,234,2,2,True,4.633333333333
2003,351,226,3,3,True,4.316666666667
2003,352,227,1,3,True,5.262500000000
2003,353,239,1,3,True,4.562500000000
2003,354,239,1,1,True,4.375000000000
2003,355,239,1,1,True,4.487500000000
2003,356,235,3,1,True,4.516666666667
2003,357,239,1,1,True,4.450000000000
2003,358,239,1,1,True,4.287500000000
2003,359,238,1,1,True,4.487500000000
2003,360,230,2,2,True,4.200000000000
2003,361,230,2,2,True,4.450000000000
2003,362,234,2,2,True,4.450000000000
2003,363,226,3,3,True,4.333333333333
2003,364,227,1,3,True,4.516666666667
2003,365,235,3,3,True,4.450000000000
2003,366,235,3,3,True,4.183333333333
2003,367,231,1,1,True,3.787500000000
2003,368,235,3,1,True,4.100000000000
2003,369,239,1,1,True,4.162500000000
2003,370,234,2,2,True,4.066666666667
2003,371,230,2,2,True,4.316666666667
2003,372,238,1,2,True,4.316666666667
2003,373,238,1,1,True,3.975000000000
2003,374,234,2,1,True,4.225000000000
2003,375,237,0,1,True,4.225000000000
2003,376,229,0,0,True,4.333333333333
2003,377,226,3,0,True,4.783333333333
2003,378,238,1,0,True,4.583333333333
2003,379,238,1,1,True,4.216666666667
2003,380,225,3,1,True,4.183333333333
2003,381,232,0,1,True,4.434615384615
2003,382,228,0,0,True,4.228571428571
2003,383,228,0,0,True,4.850000000000
2003,384,233,0,0,True,4.383333333333
2003,385,246,2,2,True,4.775000000000
2003,386,246,2,2,True,4.887500000000
2003,387,249,2,2,True,5.016666666667
2003,388,252,0,0,True,4.600000000000
2003,389,245,1,0,True,4.850000000000
2003,390,241,1,0,True,4.916666666667
2003,391,252,0,0,True,4.850000000000
2003,392,253,3,3,True,4.700000000000
2003,393,245,1,3,True,4.950000000000
2003,394,249,2,3,True,4.916666666667
2003,395,244,0,0,True,4.666666666667
2003,396,252,0,0,True,4.950000000000
2003,397,245,1,0,True,4.916666666667
2003,398,244,0,0,True,5.050000000000
2003,399,245,1,1,True,4.637500000000
2003,400,245,1,1,True,4.987500000000
2003,401,253,3,1,True,5.116666666667
2003,402,244,0,0,True,4.766666666667
2003,403,252,0,0,True,4.850000000000
2003,404,253,3,0,True,4.887500000000
2003,405,253,3,3,True,4.533333333333
2003,406,242,0,3,True,4.887500000000
2003,407,245,1,3,True,4.916666666667
2003,408,252,0,0,True,4.666666666667
2003,409,248,0,0,True,5.050000000000
2003,410,245,1,0,True,4.850000000000
